Employee_ID,timestamp,app_name,window_title,category,Department
EMP009,2026-02-14 12:24:00,Google Chrome,Google Search - Research,Neutral,Product
EMP009,2026-02-14 12:39:00,Postman,POST /api/login,Productive,Product
EMP009,2026-02-14 12:54:00,Microsoft Teams,Meeting with Team,Productive,Product
EMP010,2026-02-14 09:06:00,Google Chrome,YouTube - Lofi Mix,Distraction,Product
EMP010,2026-02-14 09:12:00,Visual Studio Code,script.js - Project,Productive,Product
EMP010,2026-02-14 09:20:00,Discord,Programming Server,Neutral,Product
EMP010,2026-02-14 09:32:00,Microsoft Teams,Chat with Manager,Productive,Product
EMP010,2026-02-14 09:44:00,Discord,Programming Server,Neutral,Product
EMP010,2026-02-14 09:59:00,Gmail,Inbox - Work Email,Productive,Product
EMP010,2026-02-14 10:11:00,Gmail,Meeting Invite,Productive,Product
EMP010,2026-02-14 10:23:00,Gmail,Inbox - Work Email,Productive,Product
EMP010,2026-02-14 10:35:00,Spotify,Daily Mix,Neutral,Product
EMP010,2026-02-14 10:45:00,Google Chrome,GitHub - PR #12,Neutral,Product
EMP010,2026-02-14 10:58:00,Spotify,Daily Mix,Neutral,Product
EMP010,2026-02-14 11:08:00,Gmail,Meeting Invite,Productive,Product
EMP010,2026-02-14 11:21:00,Visual Studio Code,index.html - FlowAI,Productive,Product
EMP010,2026-02-14 11:26:00,Visual Studio Code,index.html - FlowAI,Productive,Product
EMP010,2026-02-14 11:36:00,Gmail,Inbox - Work Email,Productive,Product
EMP010,2026-02-14 11:45:00,Terminal,node server.js,Productive,Product
EMP010,2026-02-14 11:55:00,Discord,Programming Server,Neutral,Product
EMP010,2026-02-14 12:07:00,Spotify,Chill Hits,Neutral,Product
EMP011,2026-02-14 09:35:00,Microsoft Teams,Meeting with Team,Productive,Frontend
EMP011,2026-02-14 09:49:00,Spotify,Daily Mix,Neutral,Frontend
EMP011,2026-02-14 09:58:00,Postman,GET /api/employees,Productive,Frontend
EMP011,2026-02-14 10:07:00,Visual Studio Code,index.html - FlowAI,Productive,Frontend
EMP011,2026-02-14 10:17:00,Postman,GET /api/employees,Productive,Frontend
EMP011,2026-02-14 10:31:00,Discord,Gaming Community,Neutral,Frontend
EMP011,2026-02-14 10:38:00,Visual Studio Code,script.js - Project,Productive,Frontend
EMP011,2026-02-14 10:46:00,Gmail,Inbox - Work Email,Productive,Frontend
EMP011,2026-02-14 10:59:00,Google Chrome,YouTube - Tutorial Python,Productive (Contextual),Frontend
EMP011,2026-02-14 11:06:00,Postman,GET /api/employees,Productive,Frontend
EMP011,2026-02-14 11:15:00,Gmail,Meeting Invite,Productive,Frontend
EMP011,2026-02-14 11:26:00,Gmail,Meeting Invite,Productive,Frontend
EMP011,2026-02-14 11:37:00,Postman,GET /api/employees,Productive,Frontend
EMP011,2026-02-14 11:46:00,Postman,GET /api/employees,Productive,Frontend
EMP011,2026-02-14 11:54:00,Spotify,Daily Mix,Neutral,Frontend
EMP011,2026-02-14 12:06:00,Microsoft Teams,Chat with Manager,Productive,Frontend
EMP011,2026-02-14 12:21:00,Discord,Programming Server,Neutral,Frontend
EMP011,2026-02-14 12:29:00,Microsoft Teams,Chat with Manager,Productive,Frontend
EMP011,2026-02-14 12:37:00,Visual Studio Code,index.html - FlowAI,Productive,Frontend
EMP011,2026-02-14 12:42:00,Spotify,Daily Mix,Neutral,Frontend
EMP011,2026-02-14 12:49:00,Microsoft Teams,Chat with Manager,Productive,Frontend
EMP011,2026-02-14 13:01:00,Postman,POST /api/login,Productive,Frontend
EMP012,2026-02-14 09:39:00,Postman,POST /api/login,Productive,HR
EMP012,2026-02-14 09:52:00,Postman,POST /api/login,Productive,HR
EMP012,2026-02-14 09:59:00,Postman,POST /api/login,Productive,HR
EMP012,2026-02-14 10:09:00,Gmail,Inbox - Work Email,Productive,HR
EMP012,2026-02-14 10:14:00,Spotify,Daily Mix,Neutral,HR
EMP012,2026-02-14 10:25:00,Postman,POST /api/login,Productive,HR
EMP012,2026-02-14 10:34:00,Spotify,Daily Mix,Neutral,HR
EMP012,2026-02-14 10:45:00,Discord,Gaming Community,Neutral,HR
EMP012,2026-02-14 10:56:00,Spotify,Daily Mix,Neutral,HR
EMP012,2026-02-14 11:02:00,Spotify,Chill Hits,Neutral,HR
EMP012,2026-02-14 11:11:00,Visual Studio Code,App.py - Backend,Productive,HR
EMP012,2026-02-14 11:26:00,Terminal,node server.js,Productive,HR
EMP012,2026-02-14 11:34:00,Terminal,node server.js,Productive,HR
EMP012,2026-02-14 11:39:00,Google Chrome,Stack Overflow - How to fix bug,Neutral,HR
EMP012,2026-02-14 11:44:00,Terminal,node server.js,Productive,HR
EMP012,2026-02-14 11:52:00,Terminal,python main.py,Productive,HR
EMP012,2026-02-14 11:57:00,Microsoft Teams,Chat with Manager,Productive,HR
EMP012,2026-02-14 12:03:00,Spotify,Daily Mix,Neutral,HR
EMP012,2026-02-14 12:17:00,Terminal,node server.js,Productive,HR
EMP013,2026-02-14 10:00:00,Gmail,Inbox - Work Email,Productive,Product
EMP013,2026-02-14 10:10:00,Google Chrome,Google Search - Research,Neutral,Product
EMP013,2026-02-14 10:22:00,Google Chrome,YouTube - Lofi Mix,Distraction,Product
EMP013,2026-02-14 10:37:00,Visual Studio Code,index.html - FlowAI,Productive,Product
EMP013,2026-02-14 10:46:00,Discord,Programming Server,Neutral,Product
EMP013,2026-02-14 11:00:00,Visual Studio Code,App.py - Backend,Productive,Product
EMP013,2026-02-14 11:14:00,Spotify,Chill Hits,Neutral,Product
EMP013,2026-02-14 11:19:00,Spotify,Daily Mix,Neutral,Product
EMP013,2026-02-14 11:24:00,Google Chrome,WhatsApp Web,Distraction,Product
EMP013,2026-02-14 11:37:00,Spotify,Daily Mix,Neutral,Product
EMP013,2026-02-14 11:52:00,Postman,GET /api/employees,Productive,Product
EMP013,2026-02-14 12:04:00,Spotify,Daily Mix,Neutral,Product
EMP013,2026-02-14 12:12:00,Google Chrome,Stack Overflow - How to fix bug,Neutral,Product
EMP013,2026-02-14 12:21:00,Discord,Gaming Community,Neutral,Product
EMP013,2026-02-14 12:30:00,Terminal,git push origin main,Productive,Product
EMP013,2026-02-14 12:36:00,Microsoft Teams,Meeting with Team,Productive,Product
EMP013,2026-02-14 12:43:00,Visual Studio Code,App.py - Backend,Productive,Product
EMP013,2026-02-14 12:56:00,Google Chrome,GitHub - PR #12,Neutral,Product
EMP013,2026-02-14 13:10:00,Google Chrome,Stack Overflow - How to fix bug,Neutral,Product
EMP013,2026-02-14 13:18:00,Visual Studio Code,script.js - Project,Productive,Product
EMP013,2026-02-14 13:32:00,Google Chrome,Google Search - Research,Neutral,Product
EMP013,2026-02-14 13:44:00,Terminal,git push origin main,Productive,Product
EMP014,2026-02-14 09:34:00,Terminal,git push origin main,Productive,Frontend
EMP014,2026-02-14 09:49:00,Microsoft Teams,Meeting with Team,Productive,Frontend
EMP014,2026-02-14 10:00:00,Postman,GET /api/employees,Productive,Frontend
EMP014,2026-02-14 10:14:00,Visual Studio Code,script.js - Project,Productive,Frontend
EMP014,2026-02-14 10:21:00,Gmail,Inbox - Work Email,Productive,Frontend
EMP014,2026-02-14 10:30:00,Visual Studio Code,script.js - Project,Productive,Frontend
EMP014,2026-02-14 10:35:00,Terminal,git push origin main,Productive,Frontend
EMP014,2026-02-14 10:43:00,Terminal,git push origin main,Productive,Frontend
EMP014,2026-02-14 10:52:00,Visual Studio Code,script.js - Project,Productive,Frontend
EMP014,2026-02-14 11:03:00,Gmail,Inbox - Work Email,Productive,Frontend
EMP014,2026-02-14 11:15:00,Terminal,python main.py,Productive,Frontend
EMP014,2026-02-14 11:29:00,Visual Studio Code,script.js - Project,Productive,Frontend
EMP014,2026-02-14 11:36:00,Google Chrome,YouTube - Lofi Mix,Distraction,Frontend
EMP014,2026-02-14 11:50:00,Gmail,Inbox - Work Email,Productive,Frontend
EMP014,2026-02-14 11:55:00,Visual Studio Code,App.py - Backend,Productive,Frontend
EMP014,2026-02-14 12:02:00,Microsoft Teams,Chat with Manager,Productive,Frontend
EMP014,2026-02-14 12:07:00,Microsoft Teams,Chat with Manager,Productive,Frontend
EMP014,2026-02-14 12:15:00,Microsoft Teams,Chat with Manager,Productive,Frontend
EMP014,2026-02-14 12:20:00,Terminal,git push origin main,Productive,Frontend
EMP014,2026-02-14 12:30:00,Google Chrome,GitHub - PR #12,Neutral,Frontend
EMP015,2026-02-14 09:44:00,Google Chrome,YouTube - Lofi Mix,Distraction,DevOps
EMP015,2026-02-14 09:51:00,Spotify,Daily Mix,Neutral,DevOps
EMP015,2026-02-14 10:01:00,Terminal,git push origin main,Productive,DevOps
EMP015,2026-02-14 10:14:00,Terminal,git push origin main,Productive,DevOps
EMP015,2026-02-14 10:28:00,Visual Studio Code,App.py - Backend,Productive,DevOps
EMP015,2026-02-14 10:40:00,Visual Studio Code,App.py - Backend,Productive,DevOps
EMP015,2026-02-14 10:48:00,Spotify,Daily Mix,Neutral,DevOps
EMP015,2026-02-14 11:01:00,Microsoft Teams,Meeting with Team,Productive,DevOps
EMP015,2026-02-14 11:09:00,Terminal,node server.js,Productive,DevOps
EMP015,2026-02-14 11:24:00,Spotify,Daily Mix,Neutral,DevOps
EMP015,2026-02-14 11:35:00,Discord,Gaming Community,Neutral,DevOps
EMP015,2026-02-14 11:45:00,Terminal,python main.py,Productive,DevOps
EMP015,2026-02-14 11:56:00,Microsoft Teams,Chat with Manager,Productive,DevOps
EMP015,2026-02-14 12:02:00,Google Chrome,Stack Overflow - How to fix bug,Neutral,DevOps
EMP015,2026-02-14 12:12:00,Gmail,Inbox - Work Email,Productive,DevOps
EMP015,2026-02-14 12:22:00,Visual Studio Code,index.html - FlowAI,Productive,DevOps
EMP015,2026-02-14 12:34:00,Discord,Gaming Community,Neutral,DevOps
EMP015,2026-02-14 12:47:00,Postman,GET /api/employees,Productive,DevOps
EMP015,2026-02-14 12:57:00,Gmail,Meeting Invite,Productive,DevOps
EMP015,2026-02-14 13:11:00,Postman,GET /api/employees,Productive,DevOps
EMP016,2026-02-14 09:52:00,Visual Studio Code,App.py - Backend,Productive,Frontend
EMP016,2026-02-14 10:02:00,Visual Studio Code,index.html - FlowAI,Productive,Frontend
EMP016,2026-02-14 10:10:00,Google Chrome,WhatsApp Web,Distraction,Frontend
EMP016,2026-02-14 10:25:00,Terminal,node server.js,Productive,Frontend
EMP016,2026-02-14 10:40:00,Discord,Gaming Community,Neutral,Frontend
EMP016,2026-02-14 10:54:00,Discord,Gaming Community,Neutral,Frontend
EMP016,2026-02-14 11:03:00,Gmail,Inbox - Work Email,Productive,Frontend
EMP016,2026-02-14 11:09:00,Spotify,Chill Hits,Neutral,Frontend
EMP016,2026-02-14 11:15:00,Visual Studio Code,script.js - Project,Productive,Frontend
EMP016,2026-02-14 11:29:00,Discord,Programming Server,Neutral,Frontend
EMP016,2026-02-14 11:42:00,Terminal,python main.py,Productive,Frontend
EMP016,2026-02-14 11:47:00,Spotify,Daily Mix,Neutral,Frontend
EMP016,2026-02-14 12:00:00,Microsoft Teams,Chat with Manager,Productive,Frontend
EMP016,2026-02-14 12:06:00,Terminal,git push origin main,Productive,Frontend
EMP016,2026-02-14 12:12:00,Discord,Gaming Community,Neutral,Frontend
EMP017,2026-02-14 09:50:00,Gmail,Meeting Invite,Productive,Product
EMP017,2026-02-14 09:58:00,Spotify,Chill Hits,Neutral,Product
EMP017,2026-02-14 10:08:00,Visual Studio Code,script.js - Project,Productive,Product
EMP017,2026-02-14 10:18:00,Terminal,git push origin main,Productive,Product
EMP017,2026-02-14 10:31:00,Terminal,python main.py,Productive,Product
EMP017,2026-02-14 10:43:00,Discord,Programming Server,Neutral,Product
EMP017,2026-02-14 10:57:00,Visual Studio Code,script.js - Project,Productive,Product
EMP017,2026-02-14 11:08:00,Discord,Gaming Community,Neutral,Product
EMP017,2026-02-14 11:14:00,Google Chrome,Google Search - Research,Neutral,Product
EMP017,2026-02-14 11:27:00,Discord,Gaming Community,Neutral,Product
EMP017,2026-02-14 11:40:00,Microsoft Teams,Meeting with Team,Productive,Product
EMP017,2026-02-14 11:50:00,Visual Studio Code,index.html - FlowAI,Productive,Product
EMP017,2026-02-14 11:56:00,Discord,Gaming Community,Neutral,Product
EMP017,2026-02-14 12:09:00,Google Chrome,YouTube - Lofi Mix,Distraction,Product
EMP017,2026-02-14 12:16:00,Spotify,Chill Hits,Neutral,Product
EMP017,2026-02-14 12:31:00,Spotify,Chill Hits,Neutral,Product
EMP017,2026-02-14 12:42:00,Spotify,Daily Mix,Neutral,Product
EMP017,2026-02-14 12:53:00,Google Chrome,YouTube - Tutorial Python,Productive (Contextual),Product
EMP018,2026-02-14 09:35:00,Spotify,Daily Mix,Neutral,QA
EMP018,2026-02-14 09:40:00,Google Chrome,Google Search - Research,Neutral,QA
EMP018,2026-02-14 09:50:00,Microsoft Teams,Meeting with Team,Productive,QA
EMP018,2026-02-14 10:00:00,Postman,GET /api/employees,Productive,QA
EMP018,2026-02-14 10:09:00,Gmail,Meeting Invite,Productive,QA
EMP018,2026-02-14 10:16:00,Google Chrome,Google Search - Research,Neutral,QA
EMP018,2026-02-14 10:28:00,Visual Studio Code,App.py - Backend,Productive,QA
EMP018,2026-02-14 10:37:00,Visual Studio Code,App.py - Backend,Productive,QA
EMP018,2026-02-14 10:43:00,Google Chrome,Google Search - Research,Neutral,QA
EMP018,2026-02-14 10:56:00,Terminal,node server.js,Productive,QA
EMP018,2026-02-14 11:11:00,Discord,Programming Server,Neutral,QA
EMP018,2026-02-14 11:20:00,Postman,GET /api/employees,Productive,QA
EMP018,2026-02-14 11:25:00,Gmail,Inbox - Work Email,Productive,QA
EMP018,2026-02-14 11:30:00,Google Chrome,WhatsApp Web,Distraction,QA
EMP018,2026-02-14 11:45:00,Google Chrome,WhatsApp Web,Distraction,QA
